education,gender,marital_status,occupation,race,workclass,age,hours_per_week,income
Some-college,Male,Divorced,Service,White,Government,34,72,0
School,Male,Single,Blue-Collar,Other,Private,17,40,0
HS-grad,Male,Married,Blue-Collar,White,Government,68,40,0
Bachelors,Male,Married,White-Collar,White,Private,28,40,0
Assoc,Male,Married,White-Collar,White,Private,30,55,0
Assoc,Female,Married,Professional,White,Private,36,40,1
Some-college,Female,Single,White-Collar,White,Private,23,20,0
HS-grad,Female,Widowed,Service,White,Private,64,38,0
Some-college,Male,Married,Blue-Collar,White,Self-Employed,59,60,0
School,Female,Divorced,Service,White,Private,41,25,0
HS-grad,Female,Single,Service,Other,Government,26,25,0
School,Male,Single,Blue-Collar,Other,Private,42,40,0
Some-college,Male,Single,Blue-Collar,White,Private,20,35,0
Bachelors,Male,Married,Professional,White,Private,56,50,0
Some-college,Male,Single,Service,White,Private,54,40,0
HS-grad,Female,Single,Sales,White,Private,20,25,0
HS-grad,Female,Divorced,Service,White,Self-Employed,23,50,0
Bachelors,Male,Single,Service,White,Private,26,40,0
HS-grad,Male,Married,White-Collar,White,Government,77,6,0
Assoc,Female,Single,White-Collar,White,Private,42,40,0
HS-grad,Male,Married,Blue-Collar,White,Private,24,40,0
School,Male,Single,Blue-Collar,White,Private,18,40,0
HS-grad,Female,Divorced,White-Collar,White,Government,44,40,0
Masters,Male,Married,White-Collar,Other,Private,57,40,1
Assoc,Male,Married,Professional,White,Self-Employed,66,50,0
Doctorate,Male,Married,Professional,White,Government,53,40,1
Some-college,Female,Married,White-Collar,Other,Private,25,20,0
Bachelors,Female,Married,White-Collar,White,Private,32,2,0
Some-college,Female,Separated,White-Collar,White,Private,30,40,0
School,Male,Married,Sales,White,Private,64,40,0
HS-grad,Male,Married,Blue-Collar,White,Private,32,55,0
Bachelors,Female,Single,Professional,White,Government,24,50,0
School,Female,Single,Sales,White,Private,17,35,0
HS-grad,Male,Married,Blue-Collar,White,Private,35,40,0
HS-grad,Male,Married,Blue-Collar,White,Government,42,40,1
Some-college,Male,Widowed,Sales,White,Self-Employed,76,8,0
Masters,Male,Married,White-Collar,White,Private,58,40,1
HS-grad,Female,Married,White-Collar,White,Private,36,40,1
Bachelors,Female,Married,Service,Other,Government,27,48,0
Masters,Female,Married,Professional,White,Private,24,35,1
HS-grad,Female,Single,White-Collar,Other,Private,42,25,0
Bachelors,Male,Married,Professional,White,Government,46,45,1
HS-grad,Male,Married,Blue-Collar,White,Private,36,40,0
School,Female,Divorced,Service,Other,Private,39,40,0
Assoc,Male,Married,Sales,White,Private,51,45,1
Bachelors,Male,Single,White-Collar,White,Self-Employed,30,40,0
HS-grad,Male,Married,Blue-Collar,White,Private,53,45,0
Bachelors,Male,Married,White-Collar,White,Private,39,70,1
HS-grad,Male,Married,Service,Other,Private,43,60,0
Masters,Female,Divorced,Professional,White,Government,45,40,0
School,Female,Single,Sales,White,Private,22,25,0
HS-grad,Female,Single,Blue-Collar,White,Government,41,40,1
HS-grad,Male,Married,Service,White,Government,32,45,0
HS-grad,Male,Married,Blue-Collar,Other,Self-Employed,52,40,0
HS-grad,Female,Married,Sales,White,Private,64,21,0
Bachelors,Female,Single,White-Collar,Other,Private,23,40,0
Bachelors,Male,Single,Sales,White,Private,23,50,0
Assoc,Male,Married,Service,White,Government,32,50,0
HS-grad,Male,Single,Blue-Collar,White,Private,45,40,0
School,Female,Divorced,White-Collar,White,Private,39,40,0
Bachelors,Male,Married,Professional,White,Government,34,60,0
Bachelors,Male,Married,Professional,White,Private,73,40,1
Some-college,Female,Single,Other/Unknown,White,Other/Unknown,21,40,0
School,Female,Divorced,Blue-Collar,White,Private,46,45,0
Bachelors,Male,Single,Service,White,Private,29,40,0
HS-grad,Male,Divorced,Blue-Collar,White,Private,35,60,0
Some-college,Male,Married,White-Collar,White,Private,34,45,0
Some-college,Male,Married,Blue-Collar,White,Private,50,40,1
Assoc,Female,Single,Service,White,Private,23,15,0
Some-college,Male,Married,Sales,White,Self-Employed,51,50,1
HS-grad,Male,Single,Service,Other,Private,19,30,0
Assoc,Male,Married,Blue-Collar,White,Private,48,40,0
School,Female,Single,Service,White,Private,71,75,0
Bachelors,Male,Married,Professional,White,Private,45,60,1
HS-grad,Male,Single,Blue-Collar,White,Self-Employed,49,30,0
HS-grad,Male,Married,Blue-Collar,White,Private,33,40,0
HS-grad,Male,Divorced,Blue-Collar,White,Private,35,40,0
HS-grad,Male,Single,Blue-Collar,White,Private,37,40,0
HS-grad,Male,Married,Sales,White,Private,46,40,0
Some-college,Male,Single,Blue-Collar,White,Private,29,35,0
HS-grad,Male,Married,White-Collar,White,Private,54,20,0
HS-grad,Male,Married,White-Collar,White,Private,39,60,1
HS-grad,Female,Widowed,White-Collar,White,Private,69,12,0
HS-grad,Male,Married,Service,White,Self-Employed,69,40,1
Some-college,Female,Single,Service,White,Government,34,40,0
Some-college,Male,Married,Blue-Collar,White,Self-Employed,29,35,0
Some-college,Female,Divorced,White-Collar,Other,Government,35,40,0
Some-college,Male,Single,Blue-Collar,White,Private,20,72,0
HS-grad,Female,Widowed,Service,White,Private,59,40,0
HS-grad,Male,Married,Other/Unknown,White,Other/Unknown,36,40,0
Assoc,Female,Divorced,Professional,White,Private,51,40,0
HS-grad,Male,Single,Blue-Collar,White,Private,39,40,0
Some-college,Male,Married,Blue-Collar,White,Private,34,40,0
HS-grad,Male,Married,Blue-Collar,White,Private,38,48,0
HS-grad,Male,Married,Blue-Collar,White,Private,29,50,1
HS-grad,Male,Married,Blue-Collar,White,Private,36,38,0
HS-grad,Female,Divorced,White-Collar,White,Private,42,40,1
Assoc,Male,Married,Blue-Collar,White,Private,50,50,1
HS-grad,Male,Single,Blue-Collar,Other,Government,45,40,0
HS-grad,Male,Married,Blue-Collar,White,Self-Employed,34,54,1
School,Male,Single,Blue-Collar,White,Self-Employed,76,30,0
Bachelors,Female,Divorced,Sales,White,Private,49,35,0
HS-grad,Male,Married,Blue-Collar,White,Private,30,40,1
School,Female,Single,White-Collar,Other,Government,17,40,0
HS-grad,Female,Divorced,Service,White,Private,22,30,0
HS-grad,Male,Single,Sales,White,Private,18,25,0
HS-grad,Male,Single,White-Collar,White,Private,57,40,0
School,Female,Married,Service,White,Private,34,40,0
School,Male,Married,Blue-Collar,White,Private,29,40,0
HS-grad,Male,Single,Blue-Collar,White,Private,19,43,0
Some-college,Male,Married,Blue-Collar,White,Private,42,45,1
Some-college,Male,Married,Other/Unknown,White,Other/Unknown,75,8,0
Bachelors,Male,Married,Blue-Collar,Other,Private,31,36,0
Bachelors,Female,Single,Professional,White,Private,23,40,1
Bachelors,Male,Single,Sales,White,Private,35,50,0
Bachelors,Male,Married,Other/Unknown,White,Other/Unknown,75,6,0
Prof-school,Male,Married,Sales,White,Private,32,60,1
HS-grad,Female,Single,Blue-Collar,Other,Private,32,20,0
HS-grad,Male,Single,Sales,White,Self-Employed,40,51,0
Prof-school,Male,Married,Professional,White,Private,31,25,1
School,Male,Married,Blue-Collar,White,Private,44,40,0
Masters,Female,Single,Other/Unknown,White,Other/Unknown,53,35,1
Assoc,Male,Married,Blue-Collar,White,Private,48,45,0
School,Male,Married,Blue-Collar,White,Private,29,40,0
Masters,Male,Single,Professional,Other,Private,26,20,0
HS-grad,Male,Single,Blue-Collar,White,Private,20,40,0
School,Male,Married,Blue-Collar,White,Private,52,40,0
HS-grad,Female,Divorced,Sales,White,Private,21,40,0
HS-grad,Male,Single,White-Collar,White,Private,20,20,0
HS-grad,Male,Married,Blue-Collar,White,Private,44,65,1
Masters,Female,Single,Professional,Other,Private,35,40,1
Assoc,Female,Separated,Service,White,Private,30,40,0
Bachelors,Male,Married,White-Collar,White,Private,33,40,1
Bachelors,Male,Divorced,White-Collar,White,Private,45,40,1
HS-grad,Male,Married,Blue-Collar,White,Private,24,44,0
Some-college,Male,Married,Blue-Collar,White,Private,59,43,1
HS-grad,Male,Single,Blue-Collar,White,Private,29,45,0
HS-grad,Male,Married,Blue-Collar,White,Self-Employed,46,50,0
Some-college,Female,Married,White-Collar,White,Private,47,40,0
Assoc,Female,Single,Professional,White,Private,26,36,0
Prof-school,Male,Married,Professional,White,Self-Employed,50,55,1
HS-grad,Female,Single,Service,White,Government,20,40,0
Some-college,Male,Divorced,White-Collar,White,Government,52,40,0
Assoc,Female,Divorced,Blue-Collar,White,Government,41,45,0
Assoc,Female,Widowed,Professional,Other,Government,42,40,0
HS-grad,Male,Single,Blue-Collar,White,Private,35,40,0
School,Female,Single,White-Collar,White,Government,17,15,0
Bachelors,Male,Married,Sales,White,Private,39,40,0
Bachelors,Female,Single,Sales,White,Private,37,40,0
Prof-school,Male,Married,White-Collar,White,Private,42,40,1
Bachelors,Male,Married,White-Collar,White,Government,53,48,1
HS-grad,Male,Single,Blue-Collar,Other,Private,33,40,0
Bachelors,Male,Married,Professional,White,Private,51,40,0
Assoc,Female,Divorced,Professional,White,Private,37,40,0
HS-grad,Female,Single,White-Collar,White,Government,58,16,0
Assoc,Male,Married,Professional,White,Private,32,42,0
HS-grad,Male,Single,Service,White,Private,23,40,0
Some-college,Male,Married,Blue-Collar,White,Government,31,35,1
Bachelors,Male,Married,Sales,White,Private,32,60,1
HS-grad,Male,Married,Blue-Collar,White,Private,37,60,1
HS-grad,Male,Married,Blue-Collar,White,Government,49,40,0
HS-grad,Male,Divorced,Blue-Collar,White,Private,36,30,0
Prof-school,Male,Married,Professional,White,Private,36,60,1
Doctorate,Male,Married,Professional,White,Self-Employed,64,60,1
School,Male,Married,Blue-Collar,White,Self-Employed,26,40,0
Bachelors,Female,Divorced,White-Collar,White,Government,49,40,0
Some-college,Male,Married,Blue-Collar,Other,Private,29,40,1
Prof-school,Male,Married,Professional,White,Self-Employed,57,60,1
HS-grad,Female,Widowed,Blue-Collar,White,Private,60,40,0
HS-grad,Male,Widowed,Other/Unknown,White,Other/Unknown,87,2,0
Some-college,Female,Single,White-Collar,White,Private,40,40,0
HS-grad,Male,Married,Blue-Collar,White,Private,64,40,0
Bachelors,Male,Single,Professional,White,Government,27,30,0
HS-grad,Male,Single,Blue-Collar,Other,Self-Employed,39,40,0
HS-grad,Female,Widowed,White-Collar,White,Government,66,25,0
Assoc,Male,Married,Service,Other,Government,40,30,0
School,Female,Widowed,White-Collar,White,Self-Employed,53,30,0
Assoc,Male,Married,Sales,White,Self-Employed,64,50,1
Masters,Male,Married,Professional,White,Government,57,60,0
Bachelors,Male,Single,Professional,White,Government,28,40,0
HS-grad,Male,Divorced,Sales,White,Private,48,40,0
Assoc,Male,Married,Sales,White,Private,42,55,1
Masters,Male,Single,Blue-Collar,White,Government,21,15,0
School,Female,Single,Blue-Collar,White,Private,28,40,0
Some-college,Male,Single,Blue-Collar,White,Private,20,40,0
School,Male,Married,Blue-Collar,White,Private,38,40,1
Some-college,Female,Single,Service,White,Private,21,40,0
HS-grad,Male,Divorced,Blue-Collar,White,Private,58,48,1
School,Female,Single,White-Collar,White,Private,18,25,0
HS-grad,Female,Divorced,Service,White,Government,42,50,0
Bachelors,Female,Single,Professional,White,Private,31,40,0
Some-college,Female,Single,White-Collar,White,Private,28,35,0
Some-college,Male,Single,Blue-Collar,White,Self-Employed,40,35,1
HS-grad,Male,Married,Blue-Collar,White,Private,22,50,1
Prof-school,Male,Married,Professional,White,Self-Employed,36,60,1
School,Male,Divorced,Sales,White,Self-Employed,51,40,0
Bachelors,Male,Married,White-Collar,White,Government,42,50,1
Prof-school,Male,Married,White-Collar,White,Private,41,40,1
HS-grad,Male,Married,Blue-Collar,White,Self-Employed,42,24,0
Some-college,Female,Single,Sales,White,Private,20,35,0
School,Female,Single,Service,Other,Government,55,40,0
HS-grad,Male,Married,Blue-Collar,White,Private,40,35,0
HS-grad,Male,Married,Blue-Collar,White,Private,37,40,0
Some-college,Male,Single,Blue-Collar,White,Private,21,10,0
HS-grad,Male,Married,Blue-Collar,White,Private,22,40,0
Doctorate,Male,Single,Professional,White,Self-Employed,39,40,1
HS-grad,Male,Married,Blue-Collar,White,Self-Employed,60,60,1
HS-grad,Male,Single,Blue-Collar,White,Private,25,40,0
Bachelors,Male,Married,White-Collar,White,Private,43,45,1
Some-college,Male,Married,White-Collar,White,Private,43,40,0
Bachelors,Female,Single,White-Collar,White,Private,27,40,0
Masters,Male,Divorced,Service,White,Government,48,72,0
Masters,Male,Married,White-Collar,White,Private,31,70,1
HS-grad,Male,Single,Blue-Collar,White,Government,23,40,0
Assoc,Female,Single,Professional,White,Private,25,36,0
Masters,Male,Single,Blue-Collar,White,Self-Employed,44,99,0
Bachelors,Male,Married,Sales,White,Private,66,15,1
School,Male,Married,Other/Unknown,White,Other/Unknown,41,32,0
HS-grad,Male,Married,Blue-Collar,White,Self-Employed,29,40,0
Some-college,Male,Married,Blue-Collar,White,Private,35,40,0
Some-college,Male,Divorced,Blue-Collar,White,Private,32,45,0
Some-college,Female,Single,Other/Unknown,White,Other/Unknown,21,30,0
Bachelors,Male,Single,Professional,White,Private,28,55,1
Bachelors,Male,Married,White-Collar,White,Self-Employed,27,45,1
Some-college,Female,Single,Other/Unknown,White,Other/Unknown,20,18,0
Bachelors,Male,Divorced,Other/Unknown,White,Other/Unknown,44,50,0
School,Male,Married,Blue-Collar,White,Government,50,40,0
Bachelors,Male,Single,Sales,White,Private,26,48,0
Bachelors,Male,Single,Service,White,Private,46,40,0
Bachelors,Male,Married,White-Collar,White,Private,37,45,1
Bachelors,Male,Single,Blue-Collar,White,Private,31,40,0
Assoc,Male,Divorced,Blue-Collar,White,Private,42,35,0
Assoc,Male,Married,Service,White,Government,46,49,1
Bachelors,Male,Married,White-Collar,White,Government,36,50,1
Bachelors,Male,Married,Sales,Other,Self-Employed,36,45,0
Bachelors,Male,Married,Professional,White,Self-Employed,46,25,0
HS-grad,Male,Married,Blue-Collar,Other,Private,28,40,0
Bachelors,Male,Married,White-Collar,White,Government,54,40,1
HS-grad,Male,Married,Blue-Collar,White,Government,33,40,0
HS-grad,Female,Divorced,Service,White,Private,33,40,0
HS-grad,Female,Single,White-Collar,Other,Self-Employed,19,30,0
HS-grad,Male,Married,Blue-Collar,White,Private,62,40,0
Some-college,Male,Single,Sales,White,Private,23,25,0
Some-college,Male,Married,Blue-Collar,White,Private,47,75,1
School,Female,Single,Service,White,Private,19,35,0
HS-grad,Female,Widowed,White-Collar,Other,Government,56,40,0
Some-college,Female,Married,White-Collar,White,Private,40,40,1
Masters,Female,Single,Professional,White,Government,42,40,0
Some-college,Female,Widowed,Other/Unknown,Other,Other/Unknown,63,24,0
Bachelors,Male,Married,Professional,White,Government,30,40,0
HS-grad,Male,Single,Blue-Collar,White,Self-Employed,26,60,0
School,Male,Married,Blue-Collar,White,Self-Employed,65,40,0
School,Male,Married,Blue-Collar,White,Self-Employed,33,50,1
Prof-school,Male,Married,Other/Unknown,White,Other/Unknown,79,10,0
Bachelors,Male,Married,Sales,White,Private,62,35,0
School,Male,Single,Blue-Collar,Other,Private,20,25,0
HS-grad,Female,Divorced,White-Collar,White,Private,48,40,0
HS-grad,Male,Married,Blue-Collar,White,Private,25,60,0
Bachelors,Male,Married,White-Collar,Other,Private,33,40,0
Bachelors,Female,Widowed,Other/Unknown,Other,Other/Unknown,74,35,0
School,Female,Single,White-Collar,Other,Private,19,15,0
HS-grad,Male,Married,Blue-Collar,White,Private,46,40,0
HS-grad,Female,Divorced,Service,White,Government,45,40,0
Bachelors,Male,Married,Other/Unknown,White,Other/Unknown,66,24,0
School,Male,Married,Blue-Collar,White,Private,33,40,0
Some-college,Female,Divorced,Service,White,Private,19,40,0
HS-grad,Male,Married,White-Collar,White,Private,31,40,1
Bachelors,Male,Married,Professional,White,Government,56,40,1
Some-college,Male,Single,White-Collar,White,Private,21,40,0
Some-college,Male,Married,Blue-Collar,Other,Government,42,40,0
School,Female,Married,Blue-Collar,White,Self-Employed,58,40,0
Bachelors,Male,Married,Blue-Collar,White,Government,51,40,1
Some-college,Male,Single,Service,White,Government,41,40,0
HS-grad,Male,Married,Sales,White,Private,42,40,0
School,Male,Married,Sales,White,Self-Employed,47,40,0
Some-college,Female,Divorced,Service,Other,Government,46,40,0
Some-college,Male,Married,Service,White,Self-Employed,56,45,1
Bachelors,Female,Divorced,Professional,White,Government,36,40,0
Some-college,Male,Divorced,Blue-Collar,White,Self-Employed,30,35,0
Bachelors,Male,Single,Service,White,Private,44,48,0
Masters,Male,Married,White-Collar,White,Private,59,45,1
Assoc,Male,Single,Blue-Collar,White,Private,24,40,0
School,Male,Divorced,Blue-Collar,White,Private,30,40,0
HS-grad,Male,Married,Sales,White,Private,38,99,1
School,Male,Married,Blue-Collar,White,Private,30,40,0
Assoc,Male,Married,Service,White,Government,24,50,0
Some-college,Male,Single,Blue-Collar,White,Private,24,40,0
Assoc,Male,Single,Service,White,Government,41,40,0
Masters,Male,Married,Professional,White,Government,40,40,0
School,Female,Single,Service,White,Private,71,40,0
Some-college,Female,Single,White-Collar,White,Private,64,40,0
Some-college,Female,Single,Other/Unknown,White,Other/Unknown,20,40,0
HS-grad,Male,Married,White-Collar,White,Private,28,45,1
HS-grad,Female,Single,White-Collar,Other,Private,23,40,0
Assoc,Male,Married,Professional,White,Private,30,40,1
